hash,from,to,value,timeStamp,blockNumber,tokenSymbol,contractAddress,isError,gasPrice,gasUsed,datetime
0x3f75d54558c0892b9780665212dbe917ee56ac95e89e7f179d4ca79b93ae5ed9,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,7.099191023933736e+17,7,12384317,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,45000000000.0,209030,2021-05-07 01:49:42
0x421ae7fa8577238e06f4537f1ef131f7230192ebb468d555b8b719c9877993f4,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.9392632205204964e+16,7,12384327,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,51700000000.0,232290,2021-05-07 01:53:21
0x4991c7c24ad023654e3aefe8d320f25eb97d071d61c67fcc34bc318fcf5ba46b,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,4.669832968806102e+17,7,12384334,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,45000000000.0,210082,2021-05-07 01:54:49
0x54d3766583f0c3632efe357bdd9ed35566b5ab014874ecf048d0618757d60387,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,7.817912650422102e+17,7,12384338,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,51700000000.0,247780,2021-05-07 01:55:45
0x993d5f3ff62922acc937b924e62f142d64313926629e25372514d8d471ae054d,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.578515839126013e+18,7,12384346,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,48000000000.0,218950,2021-05-07 01:58:12
0x86ea01b2819281ece9cc4efd887b35f6c74664893ef372cc12c1e529729715ff,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc78e8ea590c6c75c346fe8c7b1ef302cffb9af0a,870747169.0,7,12384355,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46350000000.0,123494,2021-05-07 01:59:55
0x850aefdcef81c4adc52a5e73da82e5f988220ce825a7472301ae1c3b8d38ba1a,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x7a8e55282fbe37facf47f2cd69d2adc65a8651b1,3300000000.0,7,12384362,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,47000000000.0,139625,2021-05-07 02:01:54
0xc81ce58b70fb5e9356350a4c0c83026c33b199665f6a5cd831f2426d71a01e2e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,331597356.0,7,12384362,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,47000000000.0,220780,2021-05-07 02:01:54
0x5b7634d3970554e70efb5e50efd1a0f2b5087400ad812416cdfbe7b0cf79eb98,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,3.610759106150241e+17,7,12384365,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,210556,2021-05-07 02:02:14
0x6fd236a6e04abb7f4b34a88ae077629efb74013902b8cd86a626a48a351f3c53,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa1185af40fb994f4e7b64d783c21d3c99dd30a48,1000000000.0,7,12384371,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,49000000000.0,139615,2021-05-07 02:04:10
0x82a4a8ab166cd24c0a7d42476769a07b8c52904c5957d641ae4139ede0a9264e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,3469713419.0,7,12384373,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,47000000000.0,232077,2021-05-07 02:04:16
0xdf8eb73221640bb2250ab130c523cf14e826506cb5d556c23128176e0ae36de5,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xcf392f62151fe078a5c26c6fd7e6bc5f15d9735a,3775043414.0,7,12384382,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,55000000000.0,141938,2021-05-07 02:06:52
0xa6912b39aea97df1f330ce23af5f0ee8eebd2893f59d26cd74cf2111d369422e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,864811626.0,7,12384384,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50000000000.0,213337,2021-05-07 02:07:16
0xd7856fef8f45aa511f77ca0854a2953c4564ca0c8d8480027202f058f08b6c14,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,4.410939136610442e+17,7,12384402,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,58000000000.0,210054,2021-05-07 02:11:57
0xf2fe82e6317c3d28ffaac9744e48d542e402f2f1ea4e32feac64779e17ca32bd,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.818538177650531e+17,7,12384403,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,52000000000.0,210030,2021-05-07 02:12:09
0xca8a677571966d841256b5a433a9ea324d97c9914a2bc4a493ef66e21e152723,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.02942335613359e+18,7,12384404,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,235928,2021-05-07 02:12:14
0x134fab3fbd993831af75d9cec6fce8b1a4d9f4a6542c9977e0cbae1e2448cc9c,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x7b3da3e4e923eec82774ed38dc92ec28dfd69b9d,3459236436.0,7,12384404,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,52000000000.0,154872,2021-05-07 02:12:14
0x9235d5d8e97db95c64ded0f324d4572b7e4a70705ce2a9c0270d809bc75431a3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.4119573837295328e+16,7,12384405,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,161483,2021-05-07 02:12:31
0x08a7b8c5273fde349ba01b09ea6ebfe6567ff3f2f703ce543b3243e6eb8cdcf2,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x6738e5f78a3035d66d85f0f823d9370eda2f8b90,372484944.0,7,12384411,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50100000000.0,200310,2021-05-07 02:13:28
0xdbf85817e4ed71db01e21fc752e8f9b22ece98f5261f78bad28c00f99063d8b4,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x2efec2097beede290b2eed63e2faf5ecbbc528fc,1.6738971749217498e+18,7,12384414,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50100000000.0,282480,2021-05-07 02:14:02
0x13d88ecc87e90b0efd14b4e52b33bcbc6d69d0644c44f0ba84bb5febd7f34556,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xcd662a754631a05bf931e9ac2f16de5049aeba42,631820665.0,7,12384419,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,48000000000.0,141976,2021-05-07 02:15:20
0x56a458040e148df988b5bf0cc61935430aee9f77601e46ecae37a38cbdfcff56,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,7621468402.0,7,12384423,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50000000000.0,261284,2021-05-07 02:16:16
0x2e4ebfd785e2c285931e42025f2ec10d10301e4bf2fa79e2321ded924237a776,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.1556030938228202e+17,7,12384438,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,59000000000.0,179052,2021-05-07 02:21:24
0x64120f4d04d5dc09812a94ca883509541772263fa4a0f8b4225163c96e8861aa,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,4835614618.0,7,12384445,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50000000000.0,297654,2021-05-07 02:23:05
0xf876d35b3806d784c4a588e4d7798e6f6e6e0d3b215953ee6e4ea8fe87c0db1c,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.4479501248522042e+16,7,12384455,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,48000000000.0,243724,2021-05-07 02:24:49
0xec1981f8ce577afa1668de4fa4aa000307b51370dd1478bf782913ea33b44ddc,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.1714532394159738e+17,7,12384456,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,257033,2021-05-07 02:24:52
0x2d14581426a88cb7f522923c64870833199ab1a39074b1dbca11a0a2e3326405,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,3.621352493324186e+17,7,12384458,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,56000000000.0,286874,2021-05-07 02:25:06
0x0e02f12f2f359c35dc010f17e087d2a3bd28147bab8ab54082f4e53349513114,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x5dde7674584e57ebe21219d9f5e2f9f33c02dcb8,8613536144.0,7,12384488,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,56000000000.0,154890,2021-05-07 02:32:02
0x21779fa83843b801e4a0be3207fc088891fef932b2b04cc6be0488135f52f24e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.5104354387463837e+17,7,12384491,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,48000000000.0,235104,2021-05-07 02:32:23
0x973ee8655b69f308223bc6e5459abbffe38b3a110879e4cb370492f800dab446,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.9046871442399443e+17,7,12384502,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,48000000000.0,288042,2021-05-07 02:34:28
0xd1a56e8a1b2d73c2f785ca845be1d4ee107fb2d8946625cb082e0eaa66349d6d,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.1623948831372403e+17,7,12384519,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,47000001459.0,250491,2021-05-07 02:38:24
0x1964a9bb5cccbd7c9c0ac5c24a7669b601062e7f96d8a933d21321a63ea1d9c0,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x4de3f3e6def583303b164bcaf1deefac12be01c6,720000000.0,7,12384540,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,60000000000.0,211959,2021-05-07 02:43:43
0xad2bbec0bbd3dbbee56126f9476f5f5fe463b64a2008597abf93c1f1cf3ba256,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe18bb5af1c31177898fe8ebb42e7c1a8f5d092d7,11878743804.0,7,12384547,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,70000000000.0,248125,2021-05-07 02:45:36
0xec4ddbaa6ccac878ad6fc87f54ff6ec90bc79d3e45f39a2b6078b7d23f6c6a7f,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.0873656224375042e+16,7,12384558,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,46000001459.0,160546,2021-05-07 02:47:50
0x4b712775e5b587d93de9b068cffbba49b7b36664164e55ce3de81a96630a199f,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,649204479.0,7,12384559,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50000000000.0,220183,2021-05-07 02:47:52
0x26bbb0f5eec5930ab9b5319e4c02a6caeb257ff219e757a42fad5dc9ca7cb832,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc36442b4a4522e871399cd717abdd847ab11fe88,339831626.0,7,12384559,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46000001459.0,189257,2021-05-07 02:47:52
0x26bbb0f5eec5930ab9b5319e4c02a6caeb257ff219e757a42fad5dc9ca7cb832,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc36442b4a4522e871399cd717abdd847ab11fe88,1.0121053741744746e+17,7,12384559,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,46000001459.0,189257,2021-05-07 02:47:52
0x5cf821902c6a7509930334bbb69ede20dae5291cc743ccb56a444a5972220088,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,3.323815140249329e+18,7,12384560,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,60000000000.0,249084,2021-05-07 02:47:57
0xc6cbb623ebf6788a96ba4e58a3977d01a1cce7c04ccdd2fa9d1b5eace45ebfd3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,1.525406696247728e+18,7,12384560,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,51000000000.0,491827,2021-05-07 02:47:57
0x6e7dcd4ccfa34654e2c186ff4a68d2754e5ec05b820ddb158f449560dafdc10e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.6074026056529523e+17,7,12384563,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,251660,2021-05-07 02:48:33
0xda42cc68773e368ebe4305c371aac2381a0f41dbde89ad3f7996c39dd95c2f56,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2228726825.0,7,12384567,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,48000000000.0,203115,2021-05-07 02:49:19
0x967c8019263c130b11a94ba19a0ab327a5574f4a0f67d1ab61c250db553ad5de,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x6eafd23ed2fb7ac6107b07e4fb5e63862f5e77f3,34490715.0,7,12384567,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,49500000233.0,135284,2021-05-07 02:49:19
0x857bf2d7857b60808bc4bfcd90a8a879c22ee6a032dc20e406282815669c6748,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1756038455.0,7,12384572,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,49440000000.0,224676,2021-05-07 02:49:49
0x00d6dfa0655852dae64cea5adfdbbe1718e18693ecc7a24a5e038a34eea04625,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,172070293.0,7,12384579,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46000000000.0,213385,2021-05-07 02:50:42
0xe4020f92e0a210ae8741a08ba07de4b8bb354afd66fa507b2653b177230aad9b,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9a8aff86b179afd675778b2eb6d20f2295e124ca,875974597.0,7,12384586,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46000000000.0,282550,2021-05-07 02:52:14
0x111ccc7828a9f59fcf78060438fa1e5f689a63daa32fec359682c64700fc9923,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,309538190.0,7,12384588,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,55000000000.0,213535,2021-05-07 02:52:23
0x023ce76a87aed6e1faa560bfe1b429a16ca4556c5760b80cec70310479c494aa,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3dd5a7fe7ab8f3c50f523fcaa7f8f27d2cba3f7e,8321708581.0,7,12384590,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46000000000.0,315428,2021-05-07 02:52:33
0x8ecb5547670c48d859fe79ee625b164775f3e8dc6d3922f27889433cb77d9303,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc4580c566202f5343883d0c6a378a9de245c9399,2262599267.0,7,12384592,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,55000000000.0,224152,2021-05-07 02:52:43
0x56f15c5286cb3c59aedf453462647c1324698c5e0c32ceea16849c4967f9fbde,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.4005873373218847e+18,7,12384597,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,44000000000.0,168234,2021-05-07 02:53:47
0xbd2d98bbc989acc9c4b89ab1230f4fd2dc8db13b5a397c058089417df3c42be3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,904784090.0,7,12384598,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,48000000000.0,220293,2021-05-07 02:54:00
0xeb98c745b67049b384e0b1a2535d9a3abe7ee66a29c632ec7f083cfea651243a,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.3753530799783198e+17,7,12384600,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50000000000.0,250609,2021-05-07 02:54:31
0x34a244f676e553b5eca4655ab5e3331fb8e2ca27b842cc97fbb86323bd619935,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc36442b4a4522e871399cd717abdd847ab11fe88,18398099523.0,7,12384601,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,60100000000.0,264908,2021-05-07 02:55:18
0x34a244f676e553b5eca4655ab5e3331fb8e2ca27b842cc97fbb86323bd619935,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc36442b4a4522e871399cd717abdd847ab11fe88,6.128366251173307e+18,7,12384601,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,60100000000.0,264908,2021-05-07 02:55:18
0xd106b3bf2d3b788da8914d1af63c71fecf36d7d3eddc9ee95ad60445e43a3e47,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,137089805.0,7,12384601,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,50600000000.0,209677,2021-05-07 02:55:18
0x9c2ce65fc590282fbff7c1fc54fc6f93d444ec2d1dd8934988c8f14806d4f13d,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc4580c566202f5343883d0c6a378a9de245c9399,1569062156.0,7,12384613,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,56000000000.0,207088,2021-05-07 02:58:26
0x9b94d188a9099d0752435a2ad11e0dc3d9be85bf253fb0b3d1137b4846b7ad8c,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xf5656cdb01cb191eb4a6566c7e8274c63a20c64a,159644483.0,7,12384613,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,44000000000.0,196727,2021-05-07 02:58:26
0x0886e09f8f5d9fecf7c67f62a7f6657cf64cae63ca11bd8278421730ea89cf9b,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,3.6378230624834445e+17,7,12384627,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,47000000000.0,211660,2021-05-07 03:01:28
0xc533d3d2418f8918a20fe325f2730dacb64ac045563b3372c1b7bee29d939428,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.8865850366784484e+16,7,12384652,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,55000000000.0,220817,2021-05-07 03:05:58
0x227eff8f40a546c14240fdcce8416d254847935670e1520eadd02ede3ad3a9d4,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,8.746195964791635e+16,7,12384659,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,50600000000.0,183208,2021-05-07 03:08:13
0x604f9a0c33892e6ab143f5478ff0fda40e6b07303ef874a0e7a2b026a8c52860,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1712600983.0,7,12384670,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,43000000000.0,219249,2021-05-07 03:09:59
0x5fce51f363e7a4084243681f3f7319cd6aad00ed6654beb7b84bda724f3bcaa8,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc4580c566202f5343883d0c6a378a9de245c9399,754509333.0,7,12384670,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,43000000000.0,196568,2021-05-07 03:09:59
0x1a25b2f781107b5e956b5c56427d5ec04e38f7a7965b5b799a23ff4530f9f9bd,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,6.86267075014284e+17,7,12384683,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,41000000000.0,305483,2021-05-07 03:11:37
0x9f38b522edb5e50df05119fd70c9bced0178f15fa698c5b7647abfcdca4087f9,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,7.93836762475132e+17,7,12384683,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,43000000000.0,134198,2021-05-07 03:11:37
0x3fc008a8650122fc0ca4caf0e66e4709dea9b18c8cfd85babc813b7fde7658c7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,3428747039.0,7,12384687,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,42000001459.0,239675,2021-05-07 03:12:19
0x1a35301a3d9b3e57d9de3e6210862dc502f828e9a53e5d1fa51ea34d824e5533,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,4.373538422934949e+17,7,12384687,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,41000000000.0,209773,2021-05-07 03:12:19
0x3320cd99c0a65d51a7b1874e3dab0ae3a77f7f29a3cdef9380069a48d794d21c,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,4.752334397157823e+17,7,12384689,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,45100001235.0,273706,2021-05-07 03:12:52
0xf6a6d57ce344c37e6188a3883dd239539ec4f1878e43a1b08d33e6d8dbe5ead7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,102945404.0,7,12384692,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,46200000000.0,213587,2021-05-07 03:13:47
0x0c114d3550fc28b2b920e08de5f89f4e5d65d3235dde69c8791f9eb1e9e796b1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc4580c566202f5343883d0c6a378a9de245c9399,226362245.0,7,12384702,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,44000000000.0,200386,2021-05-07 03:15:36
0x8223ae0e595130478077086df26af573c87a4ddf300d00fa43f982c4a519954b,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.6576810341060493e+17,7,12384705,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,47000000000.0,210032,2021-05-07 03:16:18
0x940a9a3b66d4c41637ff044b0ed3d95a2b87b7d8af64da0054a8e3c62c311e9e,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2.5753433359551168e+17,7,12384709,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,40000000000.0,240714,2021-05-07 03:16:51
0x4ca1298cd25a073818a38ba946fb2010497e3a396befbb4a3142a36ee5e3a06a,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x172f86ac7711f5dc024934649353bf864af5055c,1000000000.0,7,12384720,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,45000000000.0,139649,2021-05-07 03:20:13
0x6b6cfc30339869d35344621ac3ff55810586907b8046ccbd04e3266d030aa153,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x56d6334f6e78f990b04509bbc0f0585abea29c96,6000000000.0,7,12384721,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,44000000000.0,169479,2021-05-07 03:20:25
0x8c3a012fd4350c0cb7c2ccafda8d1dbafe22adcfa07bd7ab525baa6a81d64bcc,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,290650700.0,7,12384724,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,41000000000.0,207594,2021-05-07 03:20:45
0xb3ac422f2940badc7796fc6bbe63e18062fc826f6a23102b6116c9bcca3dfe98,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,1.5e+18,7,12384735,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,61000000000.0,215939,2021-05-07 03:23:51
0xaf0016485b7a43d11a6e92d555d5444471f5be518730a826dbdca0242e58b1bb,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc0b7eadddf43962aaec4759aee4e45ff9fad786d,6664451034.0,7,12384737,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,60500000000.0,185258,2021-05-07 03:24:12
0x2fc89ace14f94a6b50bf9d6be375a07b538f62d35ac4a9cbad8c863727c6d511,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,9.39674374156432e+17,7,12384742,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,55000000000.0,240877,2021-05-07 03:25:22
0x3ffff50f293a1c92485e61cbea3fed4665855f3da8d73ba01147b8ad957e78c5,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,513303936.0,7,12384747,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,54000000000.0,196487,2021-05-07 03:26:33
